Entity,IRI
Neuronal component of white matter of segment of brain,fma.fma268638
Superficial fascia of labial part of mouth,fma.fma284656
Accessory meningeal artery,fma.fma79467
Tributary of anterior ciliary vein,fma.fma51876
Neural network of parietal part of head,fma.fma270085
Lateral crus of major alar cartilage,fma.fma59547
Pterygoid artery,fma.fma49831
Anterior chamber of left eyeball,fma.fma58082
Incisive suture,fma.fma75777
Superior epigastric vein,fma.fma4731
Vestibule of mouth,fma.fma49183
Trunk of left pontine artery,fma.fma85065
Superficial fascia of lip,fma.fma223080
Subdivision of mouth,fma.fma46490
Hypothalamic branch of posterior communicating artery,fma.fma50427
Trunk of sternocleidomastoid vein,fma.fma66755
Vasculature of right upper eyelid,fma.fma270169
Integument of right buccal part of mouth,fma.fma224122
Deep lingual vein,fma.fma50830
Anterior transverse collateral sulcus,fma.fma275532
Tributary of right inferior petrosal sinus from medulla oblongata,fma.fma52477
Dorsal longitudinal fasciculus of midbrain,fma.fma72453
Distal tendon of oblique muscle of auricle,fma.fma319710
Lip,fma.fma59816
White matter of right lateral orbital gyrus,fma.fma270971
Intermediate hypothalamic region,fma.fma62028
Right bony labyrinth,fma.fma60180
Cortex of parietal lobe,fma.fma242203
Vasculature of infraorbital part of right cheek,fma.fma314196
Gray matter of left postcentral gyrus,fma.fma270592
Neural network of left parietal bone,fma.fma314881
Right first posterior intercostal vein,fma.fma4783
Parietal branch of left superficial temporal artery,fma.fma49672
Mastoid emissary vein,fma.fma50792
Marginal sinus,fma.fma50766
Frontal process proper of left maxilla,fma.fma57757
Floor of left side of internal nose,fma.fma59753
Lesser palatine artery,fma.fma49796
Wall of left side of internal nose,fma.fma59755
Skin of right side of maxillary part of mouth,fma.fma59396
Antitragal part of right auricular cartilage,fma.fma61356
Right temporal fascia,fma.fma270187
Parieto-occipital sulcus,fma.fma83754
Palatine process of left maxilla,fma.fma57691
Branch of anterior inferior cerebellar artery to pons,fma.fma50551
Left superior occipital gyrus,fma.fma72676
Head of tragicus,fma.fma320893
Internal axis of left eyeball,fma.fma58294
Left dilatator pupillae,fma.fma49162
Subdural space of infratentorial region,fma.fma0327464
Brodmann area 8 of left middle frontal gyrus,fma.fma271849
Isthmus of cartilage of left external ear,fma.fma61199
Fifth anterior intercostal vein,fma.fma4734
Cervical part of right vertebral artery,fma.fma50499
Terminal branch of right superficial temporal artery,fma.fma79423
Mucosa of right malleus,fma.fma302797
Alveolodental segment 12,fma.fma289755
Diffuse reticular nucleus,fma.fma72598
Alveolodental segment 25,fma.fma289781
Organ component of eyeball,fma.fma322156
Left lateral occipital artery,fma.fma50644
Muscle body of left temporoparietalis,fma.fma318392
Circular sulcus of left insula,fma.fma275285
Vasculature of vomer,fma.fma259879
Occipital part of head,fma.fma49187
Temporal fossa,fma.fma314557
Temple region of left temporal part of head,fma.fma53640
Right retrobulbar space,fma.fma322128
Pectoral vein,fma.fma281360
Facial vein,fma.fma50874
Anterior meningeal branch of anterior ethmoidal artery,fma.fma49993
Right precentral sulcus,fma.fma275523
Stylohyoid branch of right posterior auricular artery,fma.fma79413
Frontal process of left zygomatic bone,fma.fma52909
Zygomatic branch of lacrimal artery,fma.fma49934
Vestibular part of larynx,fma.fma64174
Dorsal medullary vein,fma.fma51393
Right side of lower jaw,fma.fma54555
Left sclera,fma.fma58272
Left posterior ethmoidal artery,fma.fma49991
Right condylar emissary vein,fma.fma52511
Left superior anastomotic vein,fma.fma51241
Supratrochlear artery,fma.fma50025
Intralingual sulcus,fma.fma83789
Wall of head proper,fma.fma320466
Cerebellar vein,fma.fma51227
Left superior labial artery,fma.fma49572
Infra-orbital part of cheek,fma.fma60965
Left auricular cartilage,fma.fma61015
Tributary of right inferior petrosal sinus from inferior cerebellum,fma.fma52481
Left parietal zone of scalp,fma.fma224017
Wall of internal nose,fma.fma59668
Common cochlear artery,fma.fma52242
Paired dural venous sinus,fma.fma52568
Posterior lens,fma.fma280175
Dentatothalamic tract,fma.fma72462
Isthmus of cartilage of right external ear,fma.fma61198
Malleus,fma.fma52753
Neuraxis,fma.fma55675
Cavity of neuraxis,fma.fma75007
Branch of anterior inferior cerebellar artery,fma.fma50547
Mandible,fma.fma52748
Internal cerebral vein,fma.fma51003
Right stylomastoid artery,fma.fma49629
Trunk of articular tributary of left pterygoid plexus,fma.fma78200
Branch of anterior choroidal artery to genu of internal capsule,fma.fma50118
Right internal thoracic vein,fma.fma4758
Left occipital condyle,fma.fma52863
Set of all lobular organs of face,fma.fma320430
Trunk of basilar artery,fma.fma76647
Accessory cuneate nucleus,fma.fma72603
Right pterygomeningeal artery,fma.fma49737
Left external naris,fma.fma59647
Articular cartilage of head of mandible,fma.fma57089
Alveolodental segment 2,fma.fma289735
Right infrahyoid artery,fma.fma49475
Brodmann area 8 of right superior frontal gyrus,fma.fma271856
Posterior wall of external acoustic tube,fma.fma224236
Infratemporal part of left greater wing of sphenoid,fma.fma54798
Nasal crest of horizontal plate of left palatine bone,fma.fma59211
Vasculature of sphenoid bone,fma.fma259862
Muscular branch of left vertebral artery,fma.fma50541
Set of all joints of head,fma.fma71342
Left superior temporal gyrus,fma.fma72684
Region of wall of ventricular system of neuraxis,fma.fma242770
Epithelium of right lens,fma.fma231393
Left inferior colliculus,fma.fma73435
Proximal tendon of auricularis posterior,fma.fma320282
Right side of midbrain tegmentum,fma.fma271121
Peripharyngeal space,fma.fma84964
Trunk of right sternocleidomastoid vein,fma.fma66756
Central body of modiolus of right labial part of mouth,fma.fma319415
Meningeal branch of cavernous part of internal carotid artery,fma.fma67615
Cardinal segment of brain,fma.fma61815
Left side of nasal septum,fma.fma86299
Left collateral sulcus,fma.fma275273
Sigmoid sinus,fma.fma50782
Left dorsal scapular vein,fma.fma22933
Posterior temporal branch of right middle cerebral artery,fma.fma50470
Bony part of zygomatic bone,fma.fma259735
Nasal cavity,fma.fma54378
Masseteric vein,fma.fma52519
Tympanic part of left temporal bone,fma.fma52882
Transverse occipital sulcus,fma.fma83786
Left lacrimal bone,fma.fma53646
Set of lips,fma.fma268855
Proximal tendon of right occipitalis,fma.fma319504
Lobular organ,fma.fma55662
Palatine part of right palatoglossus,fma.fma60017
Left tympanic vein,fma.fma50964
Vasculature of medulla oblongata,fma.fma268521
Left side of brainstem,fma.fma271153
Isthmus of cartilaginous part of external acoustic tube,fma.fma271153
Cuneus,fma.fma61903
Segment of medulla oblongata,fma.fma71011
Hypophysial long portal vein,fma.fma0327575
Integument of right parotid part of face,fma.fma224128
Right paracentral lobule,fma.fma81256
Superior part of left medial frontal gyrus,fma.fma278621
Subdivision of common carotid artery,fma.fma70504
Auricularis posterior branch of posterior auricular artery,fma.fma79418
Sphenoidal concha,fma.fma54733
Trunk of right sphenopalatine vein,fma.fma78187
Anular ligament of right stapes,fma.fma60885
Posterosuperior part proper of right nasal cavity,fma.fma276139
Bony part of right inferior nasal concha,fma.fma259749
Left anterior jugular vein,fma.fma13320
Vasculature of endosteum of left palatine bone,fma.fma315497
Superior cistern,fma.fma74511
Superficial temporal artery,fma.fma49650
Left ethmoidal sinus,fma.fma321149
Intralaminar part of intra-ocular part of optic nerve,fma.fma58714
Temporal horn of left lateral ventricle,fma.fma242370
Skin of infra-orbital part of cheek,fma.fma79747
Skin of lip,fma.fma24764
Marginal sulcus,fma.fma83773
Left subclavian vein,fma.fma4763
Accessory branch of middle meningeal artery,fma.fma49715
Internal pyramidal lamina of cerebral cortex,fma.fma242313
Endosteum of nasal bone,fma.fma314993
Left retropalpebral space,fma.fma0329317
Posterior temporal branch of left lateral occipital artery,fma.fma50683
Superficial branch of supra-orbital artery,fma.fma49977
Anterior process of right malleus,fma.fma270043
Inferior pontine sulcus,fma.fma83793
Proximal tendon of transverse muscle of auricle,fma.fma320849
Bony part of hyoid bone,fma.fma259923
Central body of modiolus of left labial part of mouth,fma.fma319417
Conchal part of right pinna,fma.fma61008
Periosteum of left parietal bone,fma.fma234999
Muscle body of oblique muscle of auricle,fma.fma318570
Temporal process of right zygomatic bone,fma.fma52905
Interstitial nucleus of vestibular nerve,fma.fma71269
Vena comitans of hypoglossal nerve,fma.fma50833
Diagonal sulcus,fma.fma83758
Ciliary part of right orbicularis oculi,fma.fma59421
Hair of body region,fma.fma322868
Wall of right common carotid artery,fma.fma66285
White matter of superior frontal gyrus,fma.fma270919
Irregular bone,fma.fma7477
Left eyeball,fma.fma12515
Right maxillary artery,fma.fma49676
Branch of medial branch of superior cerebellar artery to superior cerebellum,fma.fma50698
Integument of right temple,fma.fma320478
Superficial fascia of lower eyelid,fma.fma63977
Mucosa of right frontal sinus,fma.fma59779
Isthmus of external acoustic tube,fma.fma61291
Pia mater,fma.fma9590
Superficial fascia of zygomatic part of cheek,fma.fma86611
Brodmann area 19 of cuneus,fma.fma271668
Right inferior thyroid vein,fma.fma4757
Left gyrus descendens of Ecker,fma.fma274561
Artery of right semilunar ganglion,fma.fma79597
Left ninth anterior intercostal vein,fma.fma4790
Pyramidal muscle of left auricle,fma.fma48979
Intraocular part of left central retinal artery,fma.fma49951
Parietal branch of medial occipital artery,fma.fma50653
Integument of external nose,fma.fma224064
Anterior horn of medulla oblongata,fma.fma72610
Left infrahyoid artery,fma.fma49476
Right second upper molar tooth bony socket,fma.fma269677
Oral mucosa of hard palate,fma.fma293381
Supratentorial region of cranial cavity,fma.fma293381
Skeleton of head,fma.fma71223
Left prechiasmatic sulcus,fma.fma275517
Lacrimal gland,fma.fma59101
Cerebral epidural space,fma.fma321644
Common belly of left masseter,fma.fma314448
Left lingual vein,fma.fma52566
Cortex of left cerebral hemisphere,fma.fma242182
Parotid branch of transverse facial artery,fma.fma77974
Gray matter of orbitobasal segment of left frontal lobe,fma.fma274476
White matter of temporal lobe,fma.fma256186
Right superior precentral sulcus,fma.fma275343
Left pinna,fma.fma56664
Lateral branch of left pontine artery,fma.fma50569
Endosteum of frontal bone,fma.fma234125
Polar part of superior occipital gyrus,fma.fma274581
Alveolodental segment 4,fma.fma289739
Endosteum of left parietal bone,fma.fma234133
Hyaloid canal,fma.fma58837
Integument of left lower eyelid,fma.fma224088
Anterior median fissure of spinal cord,fma.fma83735
Neural network of right parietal part of head,fma.fma270087
Medullary cavity of left inferior nasal concha,fma.fma314798
Subfrontal region of epidural space,fma.fma0327227
Integument of scalp,fma.fma317762
Vasculature of forehead,fma.fma270079
Left pontomesencephalic vein,fma.fma51338
Right hemisphere of cerebellum,fma.fma83876
Floor of mouth,fma.fma86592
Skin of side of face,fma.fma322335
Set of nasal muscles,fma.fma55597
Right lacrimal duct,fma.fma61064
Skin of right side of chin,fma.fma319528
Right incus,fma.fma74050
Inner part of external acoustic meatal space,fma.fma242908
Trunk of left dorsal scapular vein,fma.fma66695
Posterior external jugular vein,fma.fma14318
Horizontal plate of palatine bone,fma.fma52901
Vasculature of female breast,fma.fma268923
Brodmann area 13 of right inferior frontal gyrus,fma.fma271421
Left orbitalis,fma.fma49043
Bone of left lacrimal bone,fma.fma259799
Brodmann area 44 of left inferior frontal gyrus,fma.fma271591
Collateral trigone of left lateral ventricle,fma.fma242374
Right stapedius,fma.fma49029
Segment of metencephalon,fma.fma67942
Anterior lamella of upper eyelid,fma.fma0323847
Lip proper,fma.fma286123
Intercalated nucleus of medulla oblongata,fma.fma72597
Skin of columella,fma.fma59726
Left supratrochlear artery,fma.fma50027
Left substantia nigra pars reticulata,fma.fma73544
Vermilion,fma.fma59824
Gracile fasciculus,fma.fma258416
Right dorsal lingual artery,fma.fma49547
Anterior sheet of suspensory ligament of lens,fma.fma58977
Submental vein,fma.fma50925
Auricular part of head,fma.fma61707
Anastomotic branch of right middle meningeal artery with right lacrimal artery,fma.fma49734
Left bulbar conjunctiva,fma.fma59029
Trunk of left posterior cerebral artery,fma.fma85071
Skin of peri-auricular part of head,fma.fma63886
Pedunculopontine tegmental nucleus,fma.fma72429
Anterolateral pontine vein,fma.fma51347
Diencephalon,fma.fma62001
Cartilaginous skeleton of nose,fma.fma59538
Musculature of left cheek,fma.fma289626
Frontal zone of scalp,fma.fma224026
Occipital wall of head proper,fma.fma320507
Straight sinus,fma.fma50769
Calcarine artery,fma.fma50655
Right greater palatine artery,fma.fma49798
Nucleus raphe magnus,fma.fma72584
Trunk of left deep temporal vein,fma.fma78191
Left deep temporal vein,fma.fma50974
Right maxilla,fma.fma53649
Left thalamoperforating artery,fma.fma50665
Skin of lower eyelid,fma.fma24762
Trunk of left submental vein,fma.fma316955
Temporoparietalis,fma.fma46753
Bone of right temporal bone,fma.fma314631
Trunk of medial medullary branch of vertebral artery,fma.fma302123
Belly of tragicus,fma.fma320021
Cingulate sulcus,fma.fma83748
